t_rel_s,steer,throttle,brake,controller_compute_time_ms
0.000000,0.000024,0.750000,0.000000,21.365616
0.050000,0.000044,0.750000,0.000000,2.447050
0.100000,0.000065,0.750000,0.000000,2.275368
0.150000,0.000050,0.750000,0.000000,2.919176
0.200000,0.000056,0.750000,0.000000,3.017220
0.250000,0.000071,0.750000,0.000000,2.737094
0.300000,0.000053,0.750000,0.000000,2.961906
0.350000,0.000066,0.750000,0.000000,2.699633
0.400000,0.000070,0.750000,0.000000,2.155093
0.450000,0.000062,0.750000,0.000000,2.306396
0.500000,0.000062,0.750000,0.000000,2.613192
0.550000,0.000071,0.750000,0.000000,2.858301
0.600000,0.000077,0.750000,0.000000,2.836861
0.650000,0.000893,0.750000,0.000000,2.360126
0.700000,0.000746,0.750000,0.000000,2.554942
0.750000,-0.000004,0.750000,0.000000,3.222784
0.800000,-0.000777,0.750000,0.000000,2.263456
0.850000,-0.000257,0.750000,0.000000,3.174535
0.900000,-0.001133,0.750000,0.000000,2.482245
0.950000,-0.002440,0.750000,0.000000,3.711400
1.000000,-0.000700,0.750000,0.000000,3.810857
1.050000,-0.000847,0.750000,0.000000,2.461637
1.100000,-0.003108,0.750000,0.000000,2.365587
1.150000,-0.002793,0.750000,0.000000,2.496974
1.200000,-0.003564,0.750000,0.000000,2.300395
1.250000,-0.002650,0.750000,0.000000,2.631016
1.300000,-0.003291,0.750000,0.000000,2.932120
1.350000,-0.001247,0.750000,0.000000,2.820991
1.400000,-0.002350,0.750000,0.000000,2.692029
1.450000,-0.001312,0.750000,0.000000,2.268886
1.500000,-0.001925,0.750000,0.000000,3.085908
1.550000,-0.000875,0.750000,0.000000,2.653046
1.600000,-0.001350,0.750000,0.000000,2.708079
1.650000,-0.000874,0.750000,0.000000,2.803609
1.700000,-0.000851,0.750000,0.000000,2.264587
1.750000,-0.000720,0.750000,0.000000,2.898347
1.800000,-0.000793,0.750000,0.000000,2.310353
1.850000,-0.000553,0.750000,0.000000,2.504047
1.900000,-0.000475,0.533772,0.000000,3.118419
1.950000,-0.000436,0.167448,0.000000,2.569670
2.000000,0.000003,0.750000,0.000000,2.823436
2.050000,0.003428,0.750000,0.000000,2.322687
2.100000,0.002232,0.750000,0.000000,2.407426
2.150000,0.002039,0.750000,0.000000,2.302749
2.200000,-0.003478,0.750000,0.000000,2.718099
2.250000,0.003942,0.319760,0.000000,3.044251
2.300000,0.002216,0.000000,0.240000,2.274156
2.350000,-0.005589,0.750000,0.000000,2.270770
2.400000,0.001859,0.750000,0.000000,2.257836
2.450000,-0.003788,0.750000,0.000000,2.477326
2.500000,0.002864,0.750000,0.000000,4.206109
2.550000,-0.003446,0.750000,0.000000,2.643438
2.600000,0.003046,0.750000,0.000000,2.288452
2.650000,-0.003423,0.750000,0.000000,2.255190
