t_rel_s,steer,throttle,brake,controller_compute_time_ms
0.000000,0.000000,0.750000,0.000000,8.594780
0.050000,0.000000,0.750000,0.000000,8.550348
0.100000,0.000100,0.750000,0.000000,20.531979
0.150000,0.000100,0.750000,0.000000,20.117874
0.200000,0.000100,0.750000,0.000000,19.808844
0.250000,0.000100,0.750000,0.000000,23.234428
0.300000,0.000100,0.750000,0.000000,19.097340
0.350000,0.000100,0.750000,0.000000,20.594718
0.400000,0.000100,0.750000,0.000000,21.943668
0.450000,0.000100,0.750000,0.000000,22.491586
0.500000,0.000100,0.750000,0.000000,22.382752
0.550000,0.000100,0.750000,0.000000,22.742315
0.600000,0.000100,0.750000,0.000000,25.425168
0.650000,0.000200,0.750000,0.000000,39.521077
0.700000,-0.000300,0.750000,0.000000,36.712870
0.750000,-0.001000,0.750000,0.000000,34.755137
0.800000,-0.001000,0.750000,0.000000,36.997072
0.850000,-0.001000,0.750000,0.000000,39.889859
0.900000,-0.001300,0.750000,0.000000,39.907110
0.950000,-0.001300,0.750000,0.000000,39.117709
1.000000,-0.001300,0.750000,0.000000,44.765062
1.050000,-0.001300,0.750000,0.000000,39.299823
1.100000,-0.001300,0.750000,0.000000,38.137242
1.150000,0.000000,0.750000,0.000000,34.845356
1.200000,0.000000,0.750000,0.000000,20.579810
1.250000,0.000000,0.750000,0.000000,8.739042
1.300000,0.000000,0.750000,0.000000,8.250335
1.350000,-0.000100,0.750000,0.000000,21.747500
1.400000,-0.000100,0.750000,0.000000,19.031225
1.450000,-0.000100,0.750000,0.000000,22.213624
1.500000,-0.000100,0.750000,0.000000,18.094508
1.550000,-0.000100,0.750000,0.000000,17.853527
1.600000,-0.000100,0.750000,0.000000,16.989075
1.650000,-0.000100,0.750000,0.000000,16.722565
1.700000,-0.000100,0.750000,0.000000,22.190982
1.750000,-0.000100,0.750000,0.000000,19.796290
1.800000,0.000000,0.750000,0.000000,19.305289
1.850000,0.000000,0.750000,0.000000,8.923978
1.900000,0.000000,0.750000,0.000000,7.698380
1.950000,0.000000,0.750000,0.000000,8.308444
2.000000,0.000200,0.750000,0.000000,36.804070
2.050000,-0.000100,0.750000,0.000000,37.577581
2.100000,0.000300,0.750000,0.000000,38.088510
2.150000,0.000000,0.750000,0.000000,35.313415
2.200000,0.000300,0.750000,0.000000,37.881272
2.250000,0.000000,0.750000,0.000000,33.843699
2.300000,0.000500,0.028894,0.000000,36.080864
2.350000,0.000600,0.000000,0.300000,40.940960
2.400000,0.000900,0.000000,0.300000,42.767705
2.450000,0.000900,0.000000,0.300000,35.804095
2.500000,0.000900,0.000000,0.300000,34.090902
2.550000,0.000900,0.000000,0.300000,38.535378
2.600000,0.000900,0.000000,0.300000,43.555625
2.650000,0.000900,0.000000,0.300000,39.930264
2.700000,0.000900,0.000000,0.098139,42.614819
2.750000,0.000200,0.089037,0.000000,39.431899
2.800000,0.000200,0.445347,0.000000,27.355639
2.850000,-0.000300,0.750000,0.000000,41.823515
2.900000,-0.000500,0.750000,0.000000,33.749992
2.950000,-0.001900,0.750000,0.000000,40.175414
3.000000,-0.000700,0.750000,0.000000,41.724521
3.050000,-0.000700,0.750000,0.000000,39.161262
3.100000,-0.000700,0.750000,0.000000,35.493072
3.150000,-0.000700,0.750000,0.000000,37.373238
3.200000,-0.000700,0.750000,0.000000,26.664583
3.250000,-0.000400,0.750000,0.000000,36.614837
3.300000,-0.000400,0.750000,0.000000,26.149526
3.350000,-0.000400,0.750000,0.000000,28.277548
3.400000,-0.000400,0.750000,0.000000,36.999376
3.450000,0.000000,0.750000,0.000000,33.645907
3.500000,0.000000,0.750000,0.000000,21.936544
3.550000,0.000000,0.195384,0.000000,19.472794
3.600000,0.000000,0.000000,0.300000,23.632356
3.650000,0.000000,0.000000,0.300000,8.487790
3.700000,0.000000,0.000000,0.300000,8.706851
3.750000,0.000000,0.000000,0.300000,8.153854
3.800000,0.000000,0.000000,0.300000,9.211166
3.850000,0.000000,0.000000,0.300000,8.062833
3.900000,0.000000,0.000000,0.300000,19.623897
3.950000,-0.000100,0.020573,0.000000,21.812803
4.000000,-0.000100,0.264572,0.000000,19.523288
4.050000,-0.000100,0.457663,0.000000,19.544909
4.100000,-0.000100,0.750000,0.000000,18.788490
4.150000,-0.000100,0.750000,0.000000,17.666956
4.200000,-0.000100,0.750000,0.000000,32.711805
4.250000,-0.000100,0.750000,0.000000,33.606934
4.300000,0.000000,0.750000,0.000000,35.338512
4.350000,0.000000,0.750000,0.000000,27.732245
4.400000,0.000000,0.750000,0.000000,8.391709
4.450000,0.000000,0.750000,0.000000,20.914478
4.500000,0.000000,0.750000,0.000000,21.330067
4.550000,-0.000200,0.750000,0.000000,35.851474
4.600000,-0.001200,0.750000,0.000000,28.087341
4.650000,-0.000700,0.750000,0.000000,42.010816
4.700000,-0.000700,0.750000,0.000000,40.468393
4.750000,-0.000700,0.750000,0.000000,38.775327
4.800000,-0.000100,0.000000,0.300000,27.390705
4.850000,-0.000200,0.000000,0.300000,24.372934
4.900000,-0.000200,0.000000,0.300000,23.312435
4.950000,-0.000200,0.000000,0.300000,24.819943
5.000000,-0.000200,0.000000,0.300000,24.524709
5.050000,-0.000200,0.000000,0.300000,24.239214
5.100000,-0.000100,0.000000,0.300000,30.681948
5.150000,-0.000100,0.000000,0.300000,16.024837
5.200000,-0.000100,0.002595,0.000000,16.514575
5.250000,-0.000100,0.055731,0.000000,17.207795
5.300000,-0.000100,0.750000,0.000000,37.072924
5.350000,-0.000200,0.750000,0.000000,31.289026
5.400000,-0.000300,0.750000,0.000000,31.896536
5.450000,-0.001200,0.750000,0.000000,28.724987
5.500000,-0.000800,0.750000,0.000000,36.393180
5.550000,-0.000800,0.750000,0.000000,38.195700
5.600000,-0.000800,0.750000,0.000000,36.252947
5.650000,-0.000200,0.750000,0.000000,28.557984
5.700000,-0.000400,0.750000,0.000000,35.784698
5.750000,0.000100,0.750000,0.000000,40.275252
5.800000,-0.000200,0.750000,0.000000,36.064523
5.850000,0.000200,0.750000,0.000000,37.477845
5.900000,-0.000100,0.750000,0.000000,39.511017
5.950000,0.000300,0.750000,0.000000,35.015626
6.000000,-0.000100,0.750000,0.000000,39.256480
6.050000,0.000500,0.402333,0.000000,34.165892
6.100000,0.000600,0.000000,0.300000,37.025747
6.150000,0.000900,0.000000,0.300000,39.486712
6.200000,0.000900,0.000000,0.300000,37.188150
6.250000,0.000900,0.000000,0.300000,32.212048
6.300000,0.000900,0.000000,0.300000,37.940723
6.350000,0.000900,0.000000,0.300000,38.085284
6.400000,0.000900,0.000000,0.300000,37.099635
6.450000,0.000900,0.006363,0.000000,34.831089
6.500000,0.000200,0.156897,0.000000,36.840459
6.550000,0.000300,0.489904,0.000000,34.701296
6.600000,0.000000,0.750000,0.000000,32.798628
6.650000,0.000100,0.750000,0.000000,32.914135
6.700000,0.000100,0.750000,0.000000,28.658082
6.750000,0.000100,0.750000,0.000000,26.402622
6.800000,0.000200,0.750000,0.000000,35.584483
6.850000,0.000200,0.750000,0.000000,28.695803
6.900000,0.000200,0.750000,0.000000,34.273525
6.950000,0.000300,0.750000,0.000000,37.204331
7.000000,0.000000,0.750000,0.000000,35.897981
7.050000,-0.000100,0.750000,0.000000,34.726784
7.100000,-0.000700,0.750000,0.000000,26.302864
7.150000,-0.000400,0.750000,0.000000,42.830954
7.200000,-0.000400,0.750000,0.000000,39.663234
7.250000,-0.000400,0.750000,0.000000,27.820270
7.300000,-0.000300,0.000000,0.300000,35.621704
7.350000,-0.000300,0.000000,0.300000,26.698617
7.400000,-0.000300,0.000000,0.300000,18.796044
7.450000,-0.000300,0.000000,0.300000,32.340037
7.500000,0.000000,0.000000,0.300000,36.465365
7.550000,0.000000,0.000000,0.300000,27.582795
7.600000,0.000000,0.000000,0.300000,21.732332
7.650000,0.000000,0.000000,0.300000,21.264905
7.700000,0.000000,0.000000,0.300000,21.662321
7.750000,0.000000,0.059059,0.000000,7.875522
7.800000,0.000000,0.750000,0.000000,22.659390
7.850000,0.000000,0.750000,0.000000,22.346784
7.900000,0.000000,0.750000,0.000000,22.444608
7.950000,0.000000,0.750000,0.000000,21.772457
8.000000,0.000000,0.750000,0.000000,21.315691
8.050000,0.000000,0.750000,0.000000,23.274725
8.100000,0.000000,0.750000,0.000000,22.410654
8.150000,0.000000,0.750000,0.000000,8.198327
8.200000,-0.000100,0.750000,0.000000,23.893755
8.250000,0.000000,0.750000,0.000000,37.260698
8.300000,0.000000,0.750000,0.000000,22.172057
8.350000,-0.000300,0.750000,0.000000,23.574778
8.400000,-0.000300,0.750000,0.000000,34.864072
8.450000,-0.000300,0.750000,0.000000,19.206725
8.500000,-0.000100,0.750000,0.000000,35.310780
8.550000,-0.000100,0.697049,0.000000,17.684760
8.600000,-0.000100,0.000000,0.300000,20.232748
8.650000,-0.000100,0.000000,0.300000,19.328974
8.700000,-0.000100,0.000000,0.300000,34.451960
8.750000,0.000000,0.000000,0.300000,22.646076
8.800000,0.000000,0.000000,0.300000,8.928587
8.850000,0.000000,0.000000,0.300000,8.430622
8.900000,0.000000,0.000000,0.300000,8.982890
8.950000,0.000000,0.000000,0.300000,8.172158
9.000000,0.000000,0.000000,0.300000,8.907297
9.050000,0.000000,0.000000,0.238362,9.311786
9.100000,0.000000,0.750000,0.000000,19.781062
9.150000,0.001000,0.750000,0.000000,38.810283
9.200000,0.007500,0.750000,0.000000,41.305183
9.250000,0.003200,0.750000,0.000000,38.919899
9.300000,0.003200,0.750000,0.000000,37.857156
9.350000,0.003200,0.750000,0.000000,37.355405
9.400000,0.003200,0.750000,0.000000,41.351270
9.450000,0.000500,0.750000,0.000000,28.105385
9.500000,0.000900,0.750000,0.000000,33.707242
9.550000,0.001000,0.750000,0.000000,32.603742
9.600000,0.001000,0.750000,0.000000,34.910359
9.650000,0.001000,0.750000,0.000000,36.467098
9.700000,0.001000,0.750000,0.000000,37.394629
9.750000,0.000200,0.750000,0.000000,26.531303
9.800000,0.000200,0.750000,0.000000,21.215421
9.850000,0.000200,0.750000,0.000000,26.008632
9.900000,0.000200,0.073245,0.000000,25.182803
9.950000,0.000300,0.000000,0.300000,29.785646
10.000000,0.000100,0.000000,0.300000,23.769203
10.050000,0.000100,0.000000,0.300000,14.528891
10.100000,0.000200,0.000000,0.300000,22.598907
10.150000,0.000100,0.000000,0.300000,29.623263
10.200000,0.000100,0.000000,0.300000,18.156225
10.250000,0.000100,0.000000,0.300000,18.219562
10.300000,0.000100,0.000000,0.094494,23.452358
10.350000,0.000100,0.000000,0.034680,20.861138
10.400000,0.000000,0.415705,0.000000,17.953513
