t_rel_s,steer,throttle,brake,controller_compute_time_ms
0.000000,0.000024,0.750000,0.000000,21.029024
0.050000,0.000044,0.750000,0.000000,2.224402
0.100000,0.000065,0.750000,0.000000,2.032653
0.150000,0.000050,0.750000,0.000000,2.151686
0.200000,0.000056,0.750000,0.000000,2.561826
0.250000,0.000071,0.750000,0.000000,2.738176
0.300000,0.000053,0.750000,0.000000,3.336108
0.350000,0.000066,0.750000,0.000000,2.861897
0.400000,0.000070,0.750000,0.000000,2.548882
0.450000,0.000062,0.750000,0.000000,2.534685
0.500000,0.000062,0.750000,0.000000,2.313680
0.550000,0.000071,0.750000,0.000000,2.435829
0.600000,0.000077,0.750000,0.000000,2.209955
0.650000,0.000893,0.750000,0.000000,2.563859
0.700000,0.000746,0.750000,0.000000,1.980635
0.750000,-0.000004,0.750000,0.000000,2.076225
0.800000,-0.000777,0.750000,0.000000,2.493527
0.850000,-0.000257,0.750000,0.000000,2.236174
0.900000,-0.001133,0.750000,0.000000,2.518053
0.950000,-0.002440,0.750000,0.000000,2.414659
1.000000,-0.000700,0.750000,0.000000,2.709502
1.050000,-0.000847,0.750000,0.000000,2.774165
1.100000,-0.003108,0.750000,0.000000,2.601149
1.150000,-0.002793,0.750000,0.000000,2.365537
1.200000,-0.003564,0.750000,0.000000,2.383861
1.250000,-0.002650,0.750000,0.000000,2.533001
1.300000,-0.003291,0.750000,0.000000,2.595969
1.350000,-0.001247,0.750000,0.000000,2.402496
1.400000,-0.002350,0.750000,0.000000,2.269096
1.450000,-0.001312,0.750000,0.000000,2.224723
1.500000,-0.001925,0.750000,0.000000,2.675760
1.550000,-0.000875,0.750000,0.000000,2.304222
1.600000,-0.001350,0.750000,0.000000,2.650221
1.650000,-0.000874,0.750000,0.000000,2.250290
1.700000,-0.000851,0.750000,0.000000,2.305865
1.750000,-0.000720,0.750000,0.000000,2.259538
1.800000,-0.000793,0.750000,0.000000,2.358604
1.850000,-0.000553,0.750000,0.000000,2.077877
1.900000,-0.000475,0.533772,0.000000,2.224483
1.950000,-0.000436,0.167448,0.000000,2.055936
2.000000,0.000003,0.750000,0.000000,2.910120
2.050000,0.003428,0.750000,0.000000,2.423927
2.100000,0.002232,0.750000,0.000000,2.818717
2.150000,0.002039,0.750000,0.000000,2.176794
